Pk,Tm,Player,Year_x,Rookie Year,Sophomore Year,Third Year,Year_y,Rookie_WS,Year_x.1,Sophomore_WS,Year_y.1,Third_WS
32,LAL,Ivica Zubac,2016,2017,2018,2019,2017.0,1.1,2018.0,1.0,2019.0,3.2
33,LAC,Cheick Diallo,2016,2017,2018,2019,2017.0,0.5,2018.0,1.9,2019.0,2.6
34,PHO,Tyler Ulis,2016,2017,2018,2019,2017.0,0.7,2018.0,-0.2,2019.0,0.0
35,BOS,Rade Zagorac,2016,2017,2018,2019,,,,,,
36,MIL,Malcolm Brogdon,2016,2017,2018,2019,2017.0,4.1,2018.0,2.7,2019.0,6.5
37,HOU,Chinanu Onuaku,2016,2017,2018,2019,2017.0,0.1,2018.0,-0.1,,
38,MIL,Patrick McCaw,2016,2017,2018,2019,2017.0,1.7,2018.0,0.6,2019.0,0.5
39,NOP,David Michineau,2016,2017,2018,2019,,,,,,
40,NOP,Diamond Stone,2016,2017,2018,2019,2017.0,-0.1,,,,
41,ORL,Stephen Zimmerman,2016,2017,2018,2019,2017.0,0.0,,,,
42,UTA,Isaiah Whitehead,2016,2017,2018,2019,2017.0,-0.8,2018.0,-0.1,,
43,HOU,Zhou Qi,2016,2017,2018,2019,,,2018.0,-0.3,2019.0,0.0
44,ATL,IsaÃ¯a Cordinier,2016,2017,2018,2019,,,,,,
45,BOS,Demetrius Jackson,2016,2017,2018,2019,2017.0,0.1,2018.0,-0.1,2019.0,0.2
46,DAL,A.J. Hammons,2016,2017,2018,2019,2017.0,0.0,,,,
47,ORL,Jake Layman,2016,2017,2018,2019,2017.0,-0.3,2018.0,-0.1,2019.0,3.1
48,CHI,Paul Zipser,2016,2017,2018,2019,2017.0,0.5,2018.0,-0.6,,
49,DET,Michael Gbinije,2016,2017,2018,2019,2017.0,-0.1,,,,
50,IND,Georges Niang,2016,2017,2018,2019,2017.0,-0.3,2018.0,0.0,2019.0,1.3
51,BOS,Ben Bentil,2016,2017,2018,2019,2017.0,-0.1,,,,
52,UTA,Joel Bolomboy,2016,2017,2018,2019,2017.0,0.2,2018.0,0.1,,
53,DEN,Petr Cornelie,2016,2017,2018,2019,,,,,,
54,ATL,Kay Felder,2016,2017,2018,2019,2017.0,0.1,2018.0,-0.5,,
55,BRK,Marcus Paige,2016,2017,2018,2019,,,2018.0,0.0,,
56,DEN,Daniel Hamilton,2016,2017,2018,2019,,,2018.0,0.1,2019.0,-0.1
57,MEM,Wang Zhelin,2016,2017,2018,2019,,,,,,
58,BOS,Abdel Nader,2016,2017,2018,2019,,,2018.0,-0.1,2019.0,0.9
59,SAC,Isaiah Cousins,2016,2017,2018,2019,,,,,,
60,UTA,Tyrone Wallace,2016,2017,2018,2019,,,2018.0,0.7,2019.0,-0.3
1,PHI,Markelle Fultz,2017,2018,2019,2020,2018.0,0.2,2019.0,0.3,2020.0,2.7
2,LAL,Lonzo Ball,2017,2018,2019,2020,2018.0,2.0,2019.0,1.6,2020.0,2.4
3,BOS,Jayson Tatum,2017,2018,2019,2020,2018.0,7.1,2019.0,4.8,2020.0,6.9
4,PHO,Josh Jackson,2017,2018,2019,2020,2018.0,-0.7,2019.0,-1.7,2020.0,0.5
5,SAC,De'Aaron Fox,2017,2018,2019,2020,2018.0,-0.6,2019.0,5.6,2020.0,4.0
6,ORL,Jonathan Isaac,2017,2018,2019,2020,2018.0,0.2,2019.0,4.0,2020.0,2.5
7,MIN,Lauri Markkanen,2017,2018,2019,2020,2018.0,3.3,2019.0,2.7,2020.0,2.6
8,NYK,Frank Ntilikina,2017,2018,2019,2020,2018.0,-0.9,2019.0,-0.8,2020.0,0.9
9,DAL,Dennis Smith Jr.,2017,2018,2019,2020,2018.0,-0.7,2019.0,0.0,2020.0,-0.9
10,SAC,Zach Collins,2017,2018,2019,2020,2018.0,0.6,2019.0,2.9,2020.0,0.3
11,CHO,Malik Monk,2017,2018,2019,2020,2018.0,0.0,2019.0,0.3,2020.0,0.7
12,DET,Luke Kennard,2017,2018,2019,2020,2018.0,2.6,2019.0,2.5,2020.0,1.9
13,DEN,Donovan Mitchell,2017,2018,2019,2020,2018.0,5.2,2019.0,5.0,2020.0,5.4
14,MIA,Bam Adebayo,2017,2018,2019,2020,2018.0,4.2,2019.0,6.8,2020.0,8.5
15,POR,Justin Jackson,2017,2018,2019,2020,2018.0,1.0,2019.0,2.9,2020.0,1.2
16,CHI,Justin Patton,2017,2018,2019,2020,2018.0,0.0,2019.0,0.0,2020.0,0.0
17,MIL,D.J. Wilson,2017,2018,2019,2020,2018.0,0.1,2019.0,1.7,2020.0,0.3
18,IND,T.J. Leaf,2017,2018,2019,2020,2018.0,0.8,2019.0,1.6,2020.0,0.3
19,ATL,John Collins,2017,2018,2019,2020,2018.0,5.4,2019.0,6.0,2020.0,4.9
20,POR,Harry Giles,2017,2018,2019,2020,,,2019.0,1.0,2020.0,1.6
21,OKC,Terrance Ferguson,2017,2018,2019,2020,2018.0,1.2,2019.0,2.8,2020.0,0.6
22,BRK,Jarrett Allen,2017,2018,2019,2020,2018.0,4.2,2019.0,7.6,2020.0,8.2
23,TOR,OG Anunoby,2017,2018,2019,2020,2018.0,3.0,2019.0,2.0,2020.0,5.7
24,UTA,Tyler Lydon,2017,2018,2019,2020,2018.0,0.0,2019.0,0.2,,
25,ORL,AnÅ¾ejs PaseÄÅiks,2017,2018,2019,2020,,,,,2020.0,0.5
26,POR,Caleb Swanigan,2017,2018,2019,2020,2018.0,0.0,2019.0,-0.2,2020.0,0.0
27,BRK,Kyle Kuzma,2017,2018,2019,2020,2018.0,3.8,2019.0,3.1,2020.0,2.0
28,LAL,Tony Bradley,2017,2018,2019,2020,2018.0,0.0,2019.0,0.1,2020.0,3.3
29,SAS,Derrick White,2017,2018,2019,2020,2018.0,0.5,2019.0,3.6,2020.0,4.2
30,UTA,Josh Hart,2017,2018,2019,2020,2018.0,3.4,2019.0,2.1,2020.0,3.1
0,,Round 2,2017,2018,2019,2020,,,,,,
31,CHO,Frank Jackson,2017,2018,2019,2020,,,2019.0,0.4,2020.0,0.2
32,PHO,Davon Reed,2017,2018,2019,2020,2018.0,-0.3,2019.0,0.1,,
33,ORL,Wes Iwundu,2017,2018,2019,2020,2018.0,0.7,2019.0,1.9,2020.0,1.7
34,SAC,Frank Mason III,2017,2018,2019,2020,2018.0,0.5,2019.0,0.3,2020.0,0.4
35,ORL,Ivan Rabb,2017,2018,2019,2020,2018.0,1.2,2019.0,2.1,,
36,PHI,Jonah Bolden,2017,2018,2019,2020,,,2019.0,1.4,2020.0,0.0
37,BOS,Semi Ojeleye,2017,2018,2019,2020,2018.0,1.2,2019.0,0.7,2020.0,1.9
38,CHI,Jordan Bell,2017,2018,2019,2020,2018.0,2.9,2019.0,1.6,2020.0,0.4
39,PHI,Jawun Evans,2017,2018,2019,2020,2018.0,-0.2,2019.0,-0.2,,
40,NOP,Dwayne Bacon,2017,2018,2019,2020,2018.0,-0.1,2019.0,1.2,2020.0,-0.8
41,ATL,Tyler Dorsey,2017,2018,2019,2020,2018.0,0.4,2019.0,0.6,,
42,UTA,Thomas Bryant,2017,2018,2019,2020,2018.0,0.1,2019.0,5.6,2020.0,3.9
43,HOU,Isaiah Hartenstein,2017,2018,2019,2020,,,2019.0,0.5,2020.0,1.1
44,NYK,Damyean Dotson,2017,2018,2019,2020,2018.0,0.6,2019.0,1.5,2020.0,0.9
45,HOU,Dillon Brooks,2017,2018,2019,2020,2018.0,1.2,2019.0,0.0,2020.0,1.2
46,PHI,Sterling Brown,2017,2018,2019,2020,2018.0,0.7,2019.0,2.1,2020.0,1.1
47,IND,Ike Anigbogu,2017,2018,2019,2020,2018.0,0.1,2019.0,-0.1,,
48,MIL,Sindarius Thornwell,2017,2018,2019,2020,2018.0,1.0,2019.0,0.0,2020.0,0.1
49,DEN,Vlatko ÄanÄar,2017,2018,2019,2020,,,,,2020.0,0.1
50,PHI,Mathias Lessort,2017,2018,2019,2020,,,,,,
51,DEN,Monte Morris,2017,2018,2019,2020,2018.0,0.2,2019.0,6.2,2020.0,3.8
52,NOP,Edmond Sumner,2017,2018,2019,2020,2018.0,0.0,2019.0,0.1,2020.0,0.4
53,BOS,Kadeem Allen,2017,2018,2019,2020,2018.0,-0.1,2019.0,1.0,2020.0,0.1
54,PHO,Alec Peters,2017,2018,2019,2020,2018.0,0.3,,,,
55,UTA,Nigel Williams-Goss,2017,2018,2019,2020,,,,,2020.0,0.0
56,BOS,Jabari Bird,2017,2018,2019,2020,2018.0,0.2,,,,
57,BRK,Sasha Vezenkov,2017,2018,2019,2020,,,,,,
58,NYK,Ognjen Jaramaz,2017,2018,2019,2020,,,,,,
59,SAS,Jaron Blossomgame,2017,2018,2019,2020,,,2019.0,0.3,,
60,ATL,Alpha Kaba,2017,2018,2019,2020,,,,,,
1,PHO,Deandre Ayton,2018,2019,2020,2021,2019.0,5.8,2020.0,3.1,2021.0,8.4
2,SAC,Marvin Bagley III,2018,2019,2020,2021,2019.0,3.6,2020.0,0.4,2021.0,1.4
3,ATL,Luka DonÄiÄ,2018,2019,2020,2021,2019.0,4.9,2020.0,8.8,2021.0,7.7
4,MEM,Jaren Jackson Jr.,2018,2019,2020,2021,2019.0,3.3,2020.0,3.5,2021.0,0.7
5,DAL,Trae Young,2018,2019,2020,2021,2019.0,3.3,2020.0,5.9,2021.0,7.2
6,ORL,Mo Bamba,2018,2019,2020,2021,2019.0,1.7,2020.0,2.5,2021.0,1.8
7,CHI,Wendell Carter Jr.,2018,2019,2020,2021,2019.0,1.9,2020.0,3.3,2021.0,3.4
8,CLE,Collin Sexton,2018,2019,2020,2021,2019.0,-0.6,2020.0,2.5,2021.0,3.5
9,NYK,Kevin Knox,2018,2019,2020,2021,2019.0,-1.3,2020.0,0.2,2021.0,0.6
10,PHI,Mikal Bridges,2018,2019,2020,2021,2019.0,2.9,2020.0,4.8,2021.0,8.0
11,CHO,Shai Gilgeous-Alexander,2018,2019,2020,2021,2019.0,3.3,2020.0,6.1,2021.0,3.5
12,LAC,Miles Bridges,2018,2019,2020,2021,2019.0,2.9,2020.0,1.6,2021.0,4.2
13,LAC,Jerome Robinson,2018,2019,2020,2021,2019.0,0.1,2020.0,0.2,2021.0,-0.4
14,DEN,Michael Porter Jr.,2018,2019,2020,2021,,,2020.0,2.9,2021.0,6.9
15,WAS,Troy Brown Jr.,2018,2019,2020,2021,2019.0,0.6,2020.0,2.4,2021.0,0.5
16,PHO,Zhaire Smith,2018,2019,2020,2021,2019.0,0.1,2020.0,-0.1,,
17,MIL,Donte DiVincenzo,2018,2019,2020,2021,2019.0,0.6,2020.0,4.3,2021.0,3.6
18,SAS,Lonnie Walker IV,2018,2019,2020,2021,2019.0,0.0,2020.0,0.3,2021.0,0.4
19,ATL,Kevin Huerter,2018,2019,2020,2021,2019.0,1.5,2020.0,1.6,2021.0,3.6
20,MIN,Josh Okogie,2018,2019,2020,2021,2019.0,1.2,2020.0,2.2,2021.0,1.3
21,UTA,Grayson Allen,2018,2019,2020,2021,2019.0,0.0,2020.0,1.2,2021.0,2.7
22,CHI,Chandler Hutchison,2018,2019,2020,2021,2019.0,0.6,2020.0,0.7,2021.0,-0.1
23,IND,Aaron Holiday,2018,2019,2020,2021,2019.0,0.9,2020.0,2.1,2021.0,0.2
24,POR,Anfernee Simons,2018,2019,2020,2021,2019.0,0.1,2020.0,0.2,2021.0,1.8
25,LAL,Moritz Wagner,2018,2019,2020,2021,2019.0,0.2,2020.0,1.7,2021.0,1.2
26,PHI,Landry Shamet,2018,2019,2020,2021,2019.0,3.6,2020.0,2.6,2021.0,1.8
27,BOS,Robert Williams,2018,2019,2020,2021,2019.0,1.2,2020.0,2.0,2021.0,5.3
28,GSW,Jacob Evans,2018,2019,2020,2021,2019.0,-0.1,2020.0,-0.5,,
29,BRK,DÅ¾anan Musa,2018,2019,2020,2021,2019.0,-0.1,2020.0,0.2,,
30,ATL,Omari Spellman,2018,2019,2020,2021,2019.0,1.2,2020.0,1.2,,
0,,Round 2,2018,2019,2020,2021,,,,,,
31,PHO,Elie Okobo,2018,2019,2020,2021,2019.0,-0.5,2020.0,1.0,,
32,MEM,Jevon Carter,2018,2019,2020,2021,2019.0,0.0,2020.0,1.8,2021.0,1.6
33,DAL,Jalen Brunson,2018,2019,2020,2021,2019.0,2.6,2020.0,2.1,2021.0,5.1
34,ATL,Devonte' Graham,2018,2019,2020,2021,2019.0,0.5,2020.0,3.4,2021.0,3.4
35,ORL,Melvin Frazier,2018,2019,2020,2021,2019.0,-0.1,2020.0,0.2,,
36,NYK,Mitchell Robinson,2018,2019,2020,2021,2019.0,6.1,2020.0,6.8,2021.0,3.4
37,SAC,Gary Trent Jr.,2018,2019,2020,2021,2019.0,-0.2,2020.0,2.5,2021.0,1.7
38,PHI,Khyri Thomas,2018,2019,2020,2021,2019.0,0.0,2020.0,0.0,2021.0,0.5
39,PHI,Isaac Bonga,2018,2019,2020,2021,2019.0,-0.1,2020.0,1.8,2021.0,0.0
40,BRK,Rodions Kurucs,2018,2019,2020,2021,2019.0,1.6,2020.0,0.8,2021.0,-0.1
41,ORL,Jarred Vanderbilt,2018,2019,2020,2021,2019.0,0.1,2020.0,0.0,2021.0,3.1
42,DET,Bruce Brown,2018,2019,2020,2021,2019.0,1.5,2020.0,2.1,2021.0,4.4
43,DEN,Justin Jackson,2018,2019,2020,2021,2019.0,2.9,2020.0,1.2,2021.0,0.2
44,WAS,Issuf Sanon,2018,2019,2020,2021,,,,,,
45,BRK,Hamidou Diallo,2018,2019,2020,2021,2019.0,0.8,2020.0,0.4,2021.0,1.6
46,HOU,De'Anthony Melton,2018,2019,2020,2021,2019.0,0.0,2020.0,1.7,2021.0,2.2
47,LAL,Svi Mykhailiuk,2018,2019,2020,2021,2019.0,-0.1,2020.0,1.6,2021.0,0.3
48,MIN,Keita Bates-Diop,2018,2019,2020,2021,2019.0,0.3,2020.0,1.2,2021.0,0.3
49,SAS,Chimezie Metu,2018,2019,2020,2021,2019.0,-0.3,2020.0,0.3,2021.0,0.6
50,IND,Alize Johnson,2018,2019,2020,2021,2019.0,0.0,2020.0,0.3,2021.0,0.9
51,NOP,Tony Carr,2018,2019,2020,2021,,,,,,
52,UTA,Vince Edwards,2018,2019,2020,2021,2019.0,0.0,,,,
53,OKC,Devon Hall,2018,2019,2020,2021,,,2020.0,-0.2,,
54,DAL,Shake Milton,2018,2019,2020,2021,2019.0,0.3,2020.0,2.1,2021.0,2.8
55,CHO,Arnoldas Kulboka,2018,2019,2020,2021,,,,,,
56,PHI,Ray Spalding,2018,2019,2020,2021,2019.0,0.2,,,2021.0,-0.1
57,OKC,Kevin Hervey,2018,2019,2020,2021,,,2020.0,-0.1,,
58,DEN,Thomas Welsh,2018,2019,2020,2021,2019.0,0.1,,,,
59,PHO,George King,2018,2019,2020,2021,2019.0,0.0,,,,
60,PHI,Kostas Antetokounmpo,2018,2019,2020,2021,2019.0,-0.1,2020.0,0.1,2021.0,-0.2
1,NOP,Zion Williamson,2019,2020,2021,2022,2020.0,2.0,2021.0,8.7,,
2,MEM,Ja Morant,2019,2020,2021,2022,2020.0,3.8,2021.0,3.2,2022.0,6.7
3,NYK,RJ Barrett,2019,2020,2021,2022,2020.0,-0.5,2021.0,4.1,2022.0,2.3
4,LAL,De'Andre Hunter,2019,2020,2021,2022,2020.0,0.1,2021.0,1.7,2022.0,1.1
5,CLE,Darius Garland,2019,2020,2021,2022,2020.0,-1.3,2021.0,1.2,2022.0,6.3
6,PHO,Jarrett Culver,2019,2020,2021,2022,2020.0,-0.1,2021.0,-0.1,2022.0,0.1
7,CHI,Coby White,2019,2020,2021,2022,2020.0,0.9,2021.0,2.4,2022.0,2.4
8,ATL,Jaxson Hayes,2019,2020,2021,2022,2020.0,3.9,2021.0,3.5,2022.0,5.1
9,WAS,Rui Hachimura,2019,2020,2021,2022,2020.0,1.8,2021.0,2.1,2022.0,1.4
10,ATL,Cam Reddish,2019,2020,2021,2022,2020.0,-0.4,2021.0,0.4,2022.0,1.0
11,MIN,Cameron Johnson,2019,2020,2021,2022,2020.0,2.7,2021.0,2.6,2022.0,5.6
12,CHO,P.J. Washington,2019,2020,2021,2022,2020.0,2.0,2021.0,2.7,2022.0,3.4
13,MIA,Tyler Herro,2019,2020,2021,2022,2020.0,1.6,2021.0,1.7,2022.0,3.8
14,BOS,Romeo Langford,2019,2020,2021,2022,2020.0,0.2,2021.0,0.0,2022.0,1.3
15,DET,Sekou Doumbouya,2019,2020,2021,2022,2020.0,-0.3,2021.0,-0.2,2022.0,0.1
16,ORL,Chuma Okeke,2019,2020,2021,2022,,,2021.0,1.3,2022.0,2.2
17,BRK,Nickeil Alexander-Walker,2019,2020,2021,2022,2020.0,-0.2,2021.0,0.7,2022.0,0.1
18,IND,Goga Bitadze,2019,2020,2021,2022,2020.0,0.7,2021.0,1.5,2022.0,1.9
19,SAS,Luka Å amaniÄ,2019,2020,2021,2022,2020.0,0.0,2021.0,0.1,,
20,BOS,Matisse Thybulle,2019,2020,2021,2022,2020.0,2.3,2021.0,2.8,2022.0,3.7
21,OKC,Brandon Clarke,2019,2020,2021,2022,2020.0,5.0,2021.0,4.2,2022.0,6.3
22,BOS,Grant Williams,2019,2020,2021,2022,2020.0,1.6,2021.0,1.1,2022.0,5.1
23,UTA,Darius Bazley,2019,2020,2021,2022,2020.0,1.0,2021.0,-0.9,2022.0,1.8
24,PHI,Ty Jerome,2019,2020,2021,2022,2020.0,0.0,2021.0,1.3,2022.0,0.5
25,POR,Nassir Little,2019,2020,2021,2022,2020.0,0.6,2021.0,1.1,2022.0,1.7
26,CLE,Dylan Windler,2019,2020,2021,2022,,,2021.0,0.5,2022.0,0.8
27,BRK,Mfiondu Kabengele,2019,2020,2021,2022,2020.0,0.2,2021.0,0.2,,
28,GSW,Jordan Poole,2019,2020,2021,2022,2020.0,-1.2,2021.0,1.9,2022.0,6.0
29,SAS,Keldon Johnson,2019,2020,2021,2022,2020.0,1.1,2021.0,3.3,2022.0,4.9
30,MIL,Kevin Porter Jr.,2019,2020,2021,2022,2020.0,0.3,2021.0,0.0,2022.0,0.8
0,,Round 2,2019,2020,2021,2022,,,,,,
31,BRK,Nic Claxton,2019,2020,2021,2022,2020.0,0.5,2021.0,1.9,2022.0,3.5
32,PHO,KZ Okpala,2019,2020,2021,2022,2020.0,0.1,2021.0,0.1,2022.0,0.5
33,PHI,Carsen Edwards,2019,2020,2021,2022,2020.0,0.1,2021.0,0.3,2022.0,-0.1
34,PHI,Bruno Fernando,2019,2020,2021,2022,2020.0,0.8,2021.0,-0.1,2022.0,0.4
35,ATL,Didi Louzada,2019,2020,2021,2022,,,2021.0,-0.1,2022.0,0.0
36,CHO,Cody Martin,2019,2020,2021,2022,2020.0,1.0,2021.0,1.1,2022.0,3.9
37,DAL,Deividas Sirvydis,2019,2020,2021,2022,,,2021.0,0.0,2022.0,-0.1
38,CHI,Daniel Gafford,2019,2020,2021,2022,2020.0,1.9,2021.0,3.5,2022.0,6.0
39,NOP,Alen SmailagiÄ,2019,2020,2021,2022,2020.0,0.2,2021.0,0.0,,
40,SAC,Justin James,2019,2020,2021,2022,2020.0,0.1,2021.0,0.1,,
41,GSW,Eric Paschall,2019,2020,2021,2022,2020.0,2.1,2021.0,0.9,2022.0,2.0
42,PHI,Admiral Schofield,2019,2020,2021,2022,2020.0,0.1,,,2022.0,0.3
43,MIN,Jaylen Nowell,2019,2020,2021,2022,2020.0,0.2,2021.0,0.7,2022.0,2.8
44,MIA,Bol Bol,2019,2020,2021,2022,2020.0,0.1,2021.0,0.0,2022.0,0.1
45,DET,Isaiah Roby,2019,2020,2021,2022,2020.0,0.0,2021.0,1.3,2022.0,2.9
46,ORL,Talen Horton-Tucker,2019,2020,2021,2022,2020.0,0.1,2021.0,2.1,2022.0,1.1
47,SAC,Ignas Brazdeikis,2019,2020,2021,2022,2020.0,-0.1,2021.0,0.1,2022.0,0.5
48,LAC,Terance Mann,2019,2020,2021,2022,2020.0,0.8,2021.0,3.7,2022.0,5.5
49,SAS,Quinndary Weatherspoon,2019,2020,2021,2022,2020.0,-0.1,2021.0,0.1,2022.0,0.2
50,IND,Jarrell Brantley,2019,2020,2021,2022,2020.0,0.0,2021.0,0.5,,
51,BOS,Tremont Waters,2019,2020,2021,2022,2020.0,-0.3,2021.0,0.4,2022.0,0.0
52,CHO,Jalen McDaniels,2019,2020,2021,2022,2020.0,0.5,2021.0,1.2,2022.0,1.7
53,UTA,Justin Wright-Foreman,2019,2020,2021,2022,2020.0,0.0,,,,
54,PHI,Marial Shayok,2019,2020,2021,2022,2020.0,-0.1,,,,
55,NYK,Kyle Guy,2019,2020,2021,2022,2020.0,0.0,2021.0,-0.1,2022.0,0.1
56,LAC,Jaylen Hands,2019,2020,2021,2022,,,,,,
57,NOP,Jordan Bone,2019,2020,2021,2022,2020.0,-0.1,2021.0,0.2,,
58,GSW,Miye Oni,2019,2020,2021,2022,2020.0,0.1,2021.0,0.9,2022.0,0.0
59,TOR,Dewan Hernandez,2019,2020,2021,2022,2020.0,0.0,,,,
60,SAC,Vanja MarinkoviÄ,2019,2020,2021,2022,,,,,,
1,MIN,Anthony Edwards,2020,2021,2022,2023,2021.0,0.8,2022.0,4.3,2023.0,3.8
2,GSW,James Wiseman,2020,2021,2022,2023,2021.0,0.7,,,2023.0,1.4
3,CHO,LaMelo Ball,2020,2021,2022,2023,2021.0,2.8,2022.0,5.8,2023.0,1.8
4,CHI,Patrick Williams,2020,2021,2022,2023,2021.0,2.5,2022.0,0.9,2023.0,3.5
5,CLE,Isaac Okoro,2020,2021,2022,2023,2021.0,0.9,2022.0,4.2,2023.0,4.2
6,ATL,Onyeka Okongwu,2020,2021,2022,2023,2021.0,1.9,2022.0,4.2,2023.0,7.1
7,DET,Killian Hayes,2020,2021,2022,2023,2021.0,-1.1,2022.0,0.5,2023.0,-0.5
8,NYK,Obi Toppin,2020,2021,2022,2023,2021.0,1.5,2022.0,3.9,2023.0,2.1
9,WAS,Deni Avdija,2020,2021,2022,2023,2021.0,1.2,2022.0,2.4,2023.0,2.3
10,PHO,Jalen Smith,2020,2021,2022,2023,2021.0,0.1,2022.0,2.8,2023.0,2.3
11,SAS,Devin Vassell,2020,2021,2022,2023,2021.0,1.5,2022.0,3.3,2023.0,1.2
12,SAC,Tyrese Haliburton,2020,2021,2022,2023,2021.0,3.5,2022.0,7.0,2023.0,7.6
13,NOP,Kira Lewis Jr.,2020,2021,2022,2023,2021.0,0.9,2022.0,-0.1,2023.0,0.6
14,BOS,Aaron Nesmith,2020,2021,2022,2023,2021.0,1.1,2022.0,0.4,2023.0,2.0
15,ORL,Cole Anthony,2020,2021,2022,2023,2021.0,0.0,2022.0,1.6,2023.0,3.7
16,POR,Isaiah Stewart,2020,2021,2022,2023,2021.0,4.0,2022.0,3.4,2023.0,2.0
17,MIN,Aleksej Pokusevski,2020,2021,2022,2023,2021.0,-1.9,2022.0,0.4,2023.0,1.0
18,DAL,Josh Green,2020,2021,2022,2023,2021.0,0.5,2022.0,2.4,2023.0,2.6
19,BRK,Saddiq Bey,2020,2021,2022,2023,2021.0,3.3,2022.0,4.0,2023.0,3.9
20,MIA,Precious Achiuwa,2020,2021,2022,2023,2021.0,1.3,2022.0,2.5,2023.0,2.2
21,PHI,Tyrese Maxey,2020,2021,2022,2023,2021.0,1.9,2022.0,7.3,2023.0,5.4
22,DEN,Zeke Nnaji,2020,2021,2022,2023,2021.0,0.9,2022.0,1.8,2023.0,1.6
23,NYK,Leandro Bolmaro,2020,2021,2022,2023,,,2022.0,0.0,2023.0,-0.3
24,MIL,R.J. Hampton,2020,2021,2022,2023,2021.0,0.4,2022.0,-0.2,2023.0,0.7
25,OKC,Immanuel Quickley,2020,2021,2022,2023,2021.0,3.2,2022.0,4.2,2023.0,6.7
26,BOS,Payton Pritchard,2020,2021,2022,2023,2021.0,2.5,2022.0,3.1,2023.0,0.6
27,UTA,Udoka Azubuike,2020,2021,2022,2023,2021.0,0.1,2022.0,0.6,2023.0,1.0
28,LAL,Jaden McDaniels,2020,2021,2022,2023,2021.0,1.4,2022.0,2.4,2023.0,4.4
29,TOR,Malachi Flynn,2020,2021,2022,2023,2021.0,0.8,2022.0,1.0,2023.0,0.5
30,BOS,Desmond Bane,2020,2021,2022,2023,2021.0,2.9,2022.0,7.2,2023.0,5.8
0,,Round 2,2020,2021,2022,2023,,,,,,
31,DAL,Tyrell Terry,2020,2021,2022,2023,2021.0,-0.1,2022.0,0.0,,
32,CHO,Vernon Carey Jr.,2020,2021,2022,2023,2021.0,0.2,2022.0,0.1,2023.0,0.0
33,MIN,Daniel Oturu,2020,2021,2022,2023,2021.0,0.3,2022.0,0.1,,
34,PHI,ThÃ©o Maledon,2020,2021,2022,2023,2021.0,-0.8,2022.0,0.3,2023.0,0.8
35,SAC,Xavier Tillman Sr.,2020,2021,2022,2023,2021.0,2.9,2022.0,1.8,2023.0,4.2
36,PHI,Tyler Bey,2020,2021,2022,2023,2021.0,0.0,,,,
37,WAS,Vit Krejci,2020,2021,2022,2023,,,2022.0,0.6,2023.0,0.1
38,UTA,Saben Lee,2020,2021,2022,2023,2021.0,1.5,2022.0,0.9,2023.0,0.7
39,NOP,Elijah Hughes,2020,2021,2022,2023,2021.0,0.0,2022.0,-0.4,,
40,MEM,Robert Woodard II,2020,2021,2022,2023,2021.0,0.0,2022.0,-0.1,,
41,SAS,Tre Jones,2020,2021,2022,2023,2021.0,0.4,2022.0,2.9,2023.0,3.4
42,NOP,Nick Richards,2020,2021,2022,2023,2021.0,0.0,2022.0,1.0,2023.0,4.2
43,SAC,Jahmi'us Ramsey,2020,2021,2022,2023,2021.0,0.0,2022.0,-0.1,,
44,CHI,Marko Simonovic,2020,2021,2022,2023,,,2022.0,0.0,2023.0,0.0
45,MIL,Jordan Nwora,2020,2021,2022,2023,2021.0,0.4,2022.0,0.6,2023.0,1.5
46,POR,CJ Elleby,2020,2021,2022,2023,2021.0,0.1,2022.0,0.4,,
47,BOS,Yam Madar,2020,2021,2022,2023,,,,,,
48,GSW,Nico Mannion,2020,2021,2022,2023,2021.0,0.2,,,,
49,PHI,Isaiah Joe,2020,2021,2022,2023,2021.0,0.6,2022.0,0.4,2023.0,3.8
50,ATL,Skylar Mays,2020,2021,2022,2023,2021.0,0.8,2022.0,0.3,2023.0,0.7
51,GSW,Justinian Jessup,2020,2021,2022,2023,,,,,,
52,SAC,KJ Martin,2020,2021,2022,2023,2021.0,2.2,2022.0,2.9,2023.0,4.9
53,OKC,Cassius Winston,2020,2021,2022,2023,2021.0,0.1,2022.0,0.0,,
54,IND,Cassius Stanley,2020,2021,2022,2023,2021.0,-0.1,2022.0,0.1,,
55,BRK,Jay Scrubb,2020,2021,2022,2023,2021.0,-0.1,2022.0,0.0,2023.0,0.1
56,CHO,Grant Riller,2020,2021,2022,2023,2021.0,0.1,,,,
57,LAC,Reggie Perry,2020,2021,2022,2023,2021.0,0.2,2022.0,0.2,,
58,PHI,Paul Reed,2020,2021,2022,2023,2021.0,0.6,2022.0,1.3,2023.0,2.8
59,TOR,Jalen Harris,2020,2021,2022,2023,2021.0,0.3,,,,
60,NOP,Sam Merrill,2020,2021,2022,2023,2021.0,0.5,2022.0,0.0,2023.0,0.2
1,DET,Cade Cunningham,2021,2022,2023,2024,2022.0,-0.5,2023.0,-0.1,2024.0,1.8
2,HOU,Jalen Green,2021,2022,2023,2024,2022.0,0.7,2023.0,1.8,2024.0,3.1
3,CLE,Evan Mobley,2021,2022,2023,2024,2022.0,5.2,2023.0,8.5,2024.0,5.5
4,TOR,Scottie Barnes,2021,2022,2023,2024,2022.0,6.6,2023.0,5.0,2024.0,4.3
